taxi_id,mileage_utilization,time_utilization,empty_time
1,0.940554240996473,0.7895422071053103,12932
2,0.8396893282190189,0.7204933751743375,12826
3,0.7750129612183823,0.5257071785132024,28219
4,0.7379895294491502,0.4821248135495357,32289
5,0.7419265985446265,0.495208996528722,31556
6,0.6695800170761153,0.5068850780650115,28899
7,0.7456504211262058,0.49459450940839034,32070
8,0.7818122341765626,0.5751618919881804,20272
10,0.609993377685415,0.29852963017971185,18892
11,0.5589494013051695,0.33699596774193546,6577
12,0.6100015513088307,0.4357231149567367,22825
13,0.7360326849372559,0.539808302418881,27415
14,0.6320660660484716,0.5906326325367559,25644
15,0.8347119700683472,0.5770890960023961,24004
16,0.6539419924281478,0.35669246465797744,34994
17,0.7907626883643298,0.5574418264305576,27216
18,0.7867856179086488,0.7307867861014435,9437
19,0.8169436586751108,0.4808388821231436,32825
20,0.7923423904770556,0.3469550893852042,26959
21,0.839722712567202,0.6436650663194727,21895
22,0.5334511253197193,0.41963044722426623,14197
24,0.8196227730529914,0.5763832959199411,24721
25,0.6123650953022891,0.3478678573767986,29867
26,0.6824531341765459,0.6029781913252464,24449
27,0.7119501140938022,0.17626995864899941,27291
28,0.7390267467720586,0.46040047340306434,33739
29,0.7876149016649738,0.6798890954346388,20320
30,0.6456430701661119,0.5041445800277491,27876
31,0.7028039062987009,0.5707503828483921,22424
32,0.7221017884965992,0.5888934059679649,25281
34,0.7915730071794735,0.495518651422849,30226
35,0.7763710076926341,0.5327334190353759,29442
36,0.717708311803565,0.404924983692107,36490
37,0.934073840342284,0.5133584477404914,30874
38,0.6789911743697882,0.5736321395833992,26978
39,0.4914468128448431,0.2512261089073206,41527
40,0.8465692412381267,0.8770560717442387,5703
41,0.7033154787826685,0.4919218951333135,20504
42,0.7556437647461657,0.48235216101062683,31224
43,0.6803562903362033,0.4622563594317806,32555
44,0.7366799934816333,0.65925769580465,20987
45,0.6589586544310109,0.5614520554370002,18701
46,0.7151578907363358,0.5663375950801101,26796
47,0.7628156305189051,0.6361633092152066,20969
48,0.6405859980941879,0.26323922409875106,40527
49,0.6243219001707493,0.4078418871533312,37152
50,0.7731898845074239,0.6824700091623873,14902
51,0.6465451815605068,0.2525846533244807,47280
52,0.8301524279232406,0.6633844260245784,17503
53,0.7609492943499455,0.5721739130434783,26076
54,0.6888382209311238,0.3740787028135615,39065
55,0.6803712508947046,0.4653599625425836,33114
56,0.7612002131519149,0.5471632218941487,28526
57,0.7919500334432907,0.6290843114272411,23101
58,0.7405873016388738,0.4966619240450914,27594
59,0.8163814695990785,0.7784605536885901,13844
60,0.7637176965057665,0.5279761805195456,28219
61,0.8061159409085822,0.6294668612346014,21837
62,0.6782396879332455,0.45293469759126537,34272
63,0.8039094054571687,0.7823557163075955,1384
64,0.7937558643224639,0.7360076867643526,1099
65,0.6652558493962556,0.5611212042564235,27056
66,0.6583293548060322,0.36908564583749254,12641
67,0.7743940644151088,0.5080506309954024,26001
68,0.8107474142784044,0.6886923755855795,18341
69,0.8266469868198463,0.7260429835651074,17336
70,0.7435385679744435,0.6266459815347359,19734
71,0.6480729399738225,0.6176745099965614,7783
72,0.7565921548873389,0.5273110585830192,29596
73,0.7611717384443133,0.6432133148775078,21394
74,0.784659491823935,0.5928396793207361,21483
75,0.7039189154485194,0.5653686116316743,27367
76,0.7859010890620465,0.6692135453936889,14330
77,0.8032888543522343,0.6609651696641237,19643
78,0.8114100613823328,0.638301211626593,23046
79,0.7031492286877387,0.42018823289140017,34068
80,0.6536695463525987,0.5985545872234667,24552
81,0.7123440303176414,0.6142797601872335,24062
82,0.7599015524882283,0.6399337898802375,22188
83,0.7020809583238364,0.5614960991280404,22932
84,0.7135872919722698,0.5226617387009925,29963
85,0.7836071799313411,0.7485391542191357,14158
86,0.6856861377061637,0.44327901109189294,35084
87,0.5916657951205667,0.35542982604289813,7633
88,0.7343901176662505,0.43172153856065976,35281
89,0.936321439406513,0.23499964746527532,10850
90,0.6161416075944757,0.3580391301762246,32385
91,0.9128045105696423,0.7765663193104335,13894
92,0.701253343668398,0.41514556284833676,36623
93,0.7092900083258729,0.6211606841182243,23546
94,0.8412140894370373,0.8047754799892898,12395
95,0.7514189293603912,0.7260794530549932,16507
96,0.6716260419613771,0.4158249425196226,36841
97,0.5158770540936013,0.48688978895757834,21663
98,0.7894656011540097,0.7615296658620252,15016
99,0.6591522812014541,0.6063807206883602,24108
100,0.6767117682821008,0.5319969667996439,28390
101,0.7344063684467806,0.4276060388209921,11943
103,0.7460510239742764,0.47052909937277354,24227
104,0.7199543093457474,0.5261976665511494,28711
105,0.6786481902278515,0.5110116441244202,30152
106,0.5445678578316505,0.46582782280632656,25769
107,0.703500357200522,0.5319165858081346,29427
109,0.5950114121415508,0.11632617338901252,35339
110,0.7577357012789806,0.6436844740965705,22057
111,0.7270214373183077,0.5720596087568565,26448
113,0.7347620514856612,0.801037350959866,12582
114,0.794969915616998,0.5483080494607361,28018
115,0.7622391957076793,0.5674906776391925,26909
116,0.6841786450929602,0.31945576383229196,30061
117,0.6023001132087767,0.3847433764239089,38456
119,0.7284935125349304,0.49638467100506145,27860
120,0.7262968205689286,0.6088051323175622,24391
121,0.7648560289555213,0.734690957649752,16689
122,0.6969637961912304,0.4219142963768234,35628
123,0.8273014418362319,0.47750865051903113,31559
125,0.6173832485779247,0.4303234868655527,27173
126,0.6851624747340793,0.44445598725673524,32086
127,0.6632396780161715,0.43578638983536605,35436
128,0.7719718734201303,0.689074691643663,19486
129,0.856747353875997,0.6461160228830788,22455
130,0.6179553367501214,0.5802426123586609,26506
131,0.7701779160244283,0.6482084690553745,20412
132,0.7335669419147401,0.5528016246653743,9689
133,0.7865356126472174,0.6970246186376681,2006
134,0.7644841399485035,0.44447962010288883,35095
135,0.60223722658274,0.12985514477725976,55805
136,0.7185499100269629,0.5145380176295263,30621
137,0.8203854817703393,0.6665914075603148,20674
138,0.8669858826805568,0.8992207042524534,6285
139,0.547130425590736,0.24309176860470783,46593
140,0.7079463289964396,0.5054044938406437,30795
141,0.7456578201274342,0.5898718299213611,25503
142,0.6436226363415986,0.5110454079661331,29106
143,0.7476433134930697,0.6899333370679513,5535
144,0.7670281124257289,0.7316765999716192,15127
145,0.7035453207595046,0.5214422871772989,29159
147,0.516841610882861,0.43549469068538427,34502
148,0.7009528377247088,0.5182908232876933,30010
149,0.5459205500958222,0.5077217141988314,22664
150,0.7205391277667653,0.5157486000353,30180
151,0.7929696855482312,0.5661038088841984,27135
152,0.9147868535387895,0.6947373353952856,13028
153,0.7670372675610374,0.5320888337711926,28675
154,0.8066306642083984,0.6177068069801519,22959
155,0.6554271969513193,0.7149230149632888,9202
156,0.548052857921787,0.33831182719041847,37126
157,0.7135527013526719,0.37481319119258744,18825
158,0.5721773875180671,0.36403839144696876,26173
159,1.0,1.0,0
160,0.4907652410158173,0.439653031833005,33850
161,0.7375470823486947,0.56767766671231,25258
162,0.7411783504528745,0.4778766647730859,16544
163,0.779555210609465,0.6739043824701195,19644
164,0.6858074056452915,0.5049265464375912,27836
165,0.7339434965271763,0.4882651084710744,31703
166,0.7336823125799291,0.534903091462438,29036
167,0.7367751188422778,0.7370617262574669,15186
168,0.651387965555724,0.12380167440246388,40398
169,0.6832801746112767,0.5680938320209974,26329
170,0.7127022874149473,0.5590675819781392,26463
171,0.707031523970773,0.39494920565392455,35914
172,0.6062508591969238,0.4046843047034765,37262
173,0.7563589753080124,0.5245240217127116,29344
174,0.8156256081599695,0.6585091649694501,20959
175,0.7130798420676753,0.6316658649991983,22973
176,0.7750113637860305,0.6081286632729632,19322
177,0.5703424632658113,0.6793387096774194,19881
178,0.6750910546496375,0.2620783460282916,40689
179,0.785462859288731,0.5876933919522099,24571
180,0.7179024559703734,0.5604030065568527,27488
181,0.7673720750760071,0.5513455972855195,26974
183,0.783469186050108,0.4263472218994725,24686
184,0.7677979767964529,0.610398168130076,23650
185,0.9246015923884373,0.565093563426932,20615
186,0.7284002376359517,0.557286584878197,27678
187,0.7595700040231886,0.4988078206962327,31530
188,0.7515178648540403,0.6441295911921306,19717
189,0.691534595488044,0.619179271213412,23692
190,0.5715032325417115,0.36656812200310057,35139
191,0.7146738817624703,0.5328267573840333,29388
192,0.7792313607198823,0.6080283919236488,24519
193,0.8327345995385297,0.4315512673494405,28751
194,0.7086508723242296,0.5826101088899723,25682
195,0.7628111690390358,0.6040362328493406,23780
196,0.773156350688741,0.603874258041014,18486
197,0.7741371184908251,0.6168966827044822,24206
198,0.5188753829822842,0.6004499266973359,15807
199,0.7351854642845022,0.49346116256341044,21768
200,0.6972159626805229,0.601496432346723,24127
201,0.713832794841268,0.5756036208979429,25645
202,0.8339013556472467,0.687723271242664,19581
203,0.4601695941032824,0.28461078170048415,13151
204,0.8543826136291643,0.5979580573951435,14570
205,0.6777496333010493,0.5664758474303724,26960
206,0.6536182034773137,0.5695192756163855,26766
207,0.7316322049296312,0.6700081833060556,19356
208,0.6356538690970188,0.5436081242532855,24066
210,0.7810119045018417,0.4610371350591349,32583
211,0.7788774278112582,0.5806150608509202,21124
212,0.7919453638833764,0.770824929407019,13635
213,0.6889287331570972,0.6471437539234149,22484
214,0.5637173690172,0.4608175727249597,25430
215,0.7119992705554075,0.5423386450351085,28548
217,0.7067349982245559,0.3292843131962065,37271
218,0.7533582944806648,0.6232558904830854,22897
219,0.49252772487021856,0.12501259868973627,52088
220,0.6842243817167721,0.24764036501948752,48066
221,0.61820483928108,0.33441579958910467,20086
