taxi_id,mileage_utilization,time_utilization,empty_time
3,1.0,1.0,0
4,0.9690945285520112,0.9655657062543921,49
5,0.7127206059636071,0.40796555435952636,1650
8,0.947415723972204,0.48738170347003157,975
10,1.0,1.0,0
11,0.7406597681942807,0.6605985806849738,1100
12,0.0,0.0,61
13,0.8247224055447,0.706803720019579,599
15,0.934051757003774,0.8943338437978561,138
17,0.9235618301744791,0.8605830164765526,110
22,0.2490439562325488,0.24126113776559288,1107
25,0.6134334175114885,0.5619189289698773,1178
26,0.7081053587922077,0.6004447739065975,1078
28,0.630075993839746,0.4176372712146423,1050
29,1.0,1.0,0
30,0.6873668484217414,0.6258899676375405,578
31,0.0,0.0,2546
32,0.9495256094621018,0.9166666666666666,114
34,0.6140569200348875,0.36796536796536794,1168
43,0.8324434907300904,0.9381338742393509,61
45,0.5658235892732055,0.5524804177545692,857
46,1.0,1.0,0
51,0.861909078798928,0.7886699507389162,429
47,0.5352229309272942,0.4545136459062281,1559
49,0.622784121561456,0.5,540
44,0.6379922115023514,0.5445772058823529,991
50,0.8671288668391104,0.8375571250519319,391
52,0.8118696239568818,0.7065013152950019,781
55,0.7510625029417456,0.5857519788918206,942
56,0.9916583586707401,0.9156028368794327,119
59,0.6143872501005558,0.60763723150358,822
66,0.3037933565709391,0.141735717400785,1968
60,0.5456536178234009,0.49201277955271566,1272
62,1.0,1.0,0
71,0.17565200097261088,0.25255623721881393,2193
70,0.803958984648154,0.7383259911894273,297
68,0.49820263249672897,0.39211309523809523,1634
76,0.9357862530035923,0.8835855646100116,300
73,0.8644327565575293,0.5488135593220339,1331
72,0.7947139361931477,0.41299079011148815,1211
75,0.3376353349522014,0.22829076620825148,1964
79,0.58455016987221,0.4561933534743202,360
77,0.7278404611303426,0.6526854219948849,679
78,0.9327151794438893,0.8226872246696035,161
80,0.7975351575402087,0.7320594479830148,631
84,1.0,1.0,0
87,0.7959639768520878,0.7676604018146468,717
81,0.0,0.0,148
88,0.7842469108006097,0.7517084282460137,545
90,0.5432517510907348,0.4621342512908778,625
94,0.0,0.0,689
92,0.883697510828011,0.84,120
101,1.0,1.0,0
93,0.24550346897689151,0.2036685641998735,2518
98,0.7487947391348073,0.6980099502487562,607
100,0.0,0.0,1446
103,0.8106617743443139,0.7333060221220811,651
106,0.6988311836104277,0.5074272133095663,829
107,0.3397652247945181,0.17048222113979541,1703
105,0.6917454025578037,0.5851259987707437,675
110,0.56697309270773,0.4150858175248419,1295
113,0.7930564271603324,0.7311197916666666,413
120,0.847515395288392,0.6736554238833181,358
127,1.0,1.0,0
121,0.9721714683683774,0.6242677824267783,449
126,0.7906395247396181,0.7340350877192983,379
135,1.0,1.0,0
128,0.0,0.0,2447
134,0.6092695516377455,0.34657650042265425,773
131,0.5910385779433405,0.5542793627269359,1203
130,0.2540300874699193,0.28847435043304465,2136
137,0.9854462630919613,0.7264890282131662,349
142,0.4029745168968597,0.35678391959798994,1920
144,0.529804310943571,0.5044378698224852,1005
140,0.41564220117868755,0.39473684210526316,460
145,0.2310965288884824,0.16887417218543047,2259
148,0.7170305529365102,0.5748355263157895,517
150,0.5420656147443575,0.5328515111695138,711
162,0.28294068420092305,0.3606476938174681,1303
158,0.32718157930671665,0.25744141861937936,2345
160,1.0,1.0,0
167,0.9137635638290562,0.997078870496592,3
164,0.5879978064285264,0.5411486086441681,775
169,0.9913849297472903,0.9688118811881188,63
170,1.0,1.0,0
173,0.9417662945548859,0.9274824886691388,176
166,1.0,1.0,0
178,0.31211510265037823,0.2652832305103758,1310
174,0.7252236175450048,0.379981884057971,1369
176,0.46799202341406576,0.2934153400868307,1953
175,0.6927433332948109,0.6329365079365079,370
180,0.9822022177757603,0.9070409572020248,202
184,1.0,1.0,0
185,0.7422202586207436,0.6674690508940853,967
183,1.0,1.0,0
186,0.6397181834337078,0.5018248175182481,1365
188,0.5781039866366382,0.4650157232704403,1361
190,0.6526866196684584,0.6421093447072509,923
194,0.36043363141127244,0.2533955857385399,1759
192,0.5428873339098156,0.4653846153846154,1251
201,0.54733906136322,0.3667302798982188,1991
200,0.236465721834117,0.17513839959738298,1639
208,0.9798421915071731,0.9467084639498433,170
207,0.3772605862450298,0.35150764147046676,1570
205,1.0,1.0,0
210,0.894094914704949,0.8260233918128655,238
212,0.4330957834301415,0.4190741385311521,1669
211,0.5340298332130019,0.4800777453838678,1605
206,0.7537083618110059,0.7207062600321027,522
213,0.8317550529514843,0.8426073131955485,99
219,0.0,0.0,2374
214,1.0,1.0,0
218,0.9474882626875141,0.7779467680608365,292
225,1.0,1.0,0
