taxi_id,mileage_utilization,time_utilization,empty_time
10796,0.9810108582248428,0.9591957421643997,69
10794,0.9210442496458109,0.9415113871635611,113
10798,0.6129030021016142,0.5875892366831411,751
10797,1.0,1.0,0
10801,0.6434454149396546,0.5848079413034096,962
10799,0.9226202738876043,0.8852161278605158,316
10806,0.8718049869685578,0.8737819025522042,272
10800,0.9175371362242367,0.8730941704035874,283
10807,0.7367431389786318,0.5421245421245421,1125
10803,0.9887445259889406,0.9418316831683168,188
10809,0.9602660616956109,0.8945578231292517,279
10810,0.8486149041002531,0.686887716654107,831
10805,1.0,1.0,0
10815,0.004498907708513483,0.017094017094017096,460
10812,0.989371833475542,0.9344425956738769,197
10811,0.9004826416329799,0.8690825987593862,401
10814,0.9048983128743091,0.8786014891550664,375
10817,0.9106674589066517,0.9133918351774132,227
10819,0.8922198243530678,0.8353541799617102,516
10818,0.9947842012920425,0.9745222929936306,60
10816,0.8775104967436365,0.8007590132827325,105
10820,0.0,0.0,3060
10821,0.7611430879842809,0.7226666666666667,728
10822,0.0,0.0,1147
10824,0.952187883505918,0.9279279279279279,168
10823,0.9740702446953335,0.9460610361958836,76
10826,0.810430695791224,0.8286045165026057,296
10827,0.9601162918881009,0.9674757281553398,67
10825,0.9325836360430314,0.8287377450980392,559
10828,0.727410666481584,0.5701943844492441,597
10834,0.2772779629176714,0.3616398243045388,1744
10835,0.9158761048483788,0.6415478615071283,528
10832,0.7268718217922706,0.4525158280573142,1643
10830,1.0,1.0,0
10836,0.8713914270867724,0.8791079812206573,309
10837,0.8578694882969939,0.8716049382716049,312
10838,0.8856931486246394,0.8451461202552906,461
10840,0.927090382424593,0.7115384615384616,30
10844,0.9989234739868542,0.9536474164133738,61
10839,0.4877754646104328,0.3810395314787701,1691
10845,0.6727828416274004,0.4971135343168698,1568
10842,0.8596828859501009,0.8051621026125275,619
10843,0.929234418507722,0.765525028227324,623
10846,0.3832174493392854,0.17022993142396128,2057
10847,0.8429409200889659,0.7531422825540472,491
10850,0.9635690655928488,0.9531463748290013,137
10853,0.9251670954802848,0.936519790888723,170
10851,0.7910986285522307,0.7897519316795445,517
10860,0.9512034164974758,0.9401869158878504,128
10857,0.2431474677569072,0.2005464480874317,1463
10855,0.3270062417193864,0.21680027884280237,2247
10859,0.16331362900299617,0.163820704375667,1567
10856,0.7695011135567837,0.5891354246365723,1074
10858,1.0,1.0,0
10861,0.8253343426697134,0.5399380804953561,1486
10854,0.48669245027876534,0.4542157751586582,1806
10862,1.0,1.0,0
10867,0.9528755256333254,0.9287559985234404,193
10869,1.0,1.0,0
10864,0.27216139505993725,0.4083507306889353,1417
10868,0.8100843009572615,0.8041784702549575,553
10870,0.941339125023945,0.9074811863656486,209
10865,0.0,0.0,451
10872,0.6795054174105424,0.5552486187845304,322
10873,0.9665365526766412,0.9199149539333806,226
10875,0.7273401287941377,0.7592689295039164,461
10871,0.9706627959979587,0.9380196523053665,164
10876,0.6734017107746489,0.7447833065810594,477
10877,0.9279103436118429,0.9186935371785963,117
10878,0.9593098888302123,0.9693776753375041,93
10882,0.8508962085823162,0.8717688798783578,253
10881,0.8357637666451789,0.9003623188405797,220
10880,0.5559432749316561,0.39821528165086445,1079
10879,0.8396299926851597,0.8016910069177555,516
10883,0.03562926308088039,0.05334987593052109,1526
10888,0.8839443864874937,0.8877721943048577,67
10884,0.8357428592846745,0.6007130124777184,672
10889,0.9849288294815788,0.944674444862627,147
10886,0.9623900229525437,0.9576822916666666,130
10892,0.9282959811093289,0.918007662835249,107
10894,0.771978919696961,0.6734777278299959,799
10891,0.7213189834175604,0.6475694444444444,812
10893,0.6291194379591318,0.5506519558676028,896
10896,0.8308358677167592,0.7275229357798165,891
10895,0.8022842822943823,0.7750265298903432,636
10898,0.6715537947647927,0.6989765201685731,500
10902,0.8474643248677325,0.8200074377091856,484
10897,0.8344612032427319,0.4195780006918021,1678
10901,0.9058852987437588,0.9123214878777814,264
10899,0.7314907062467744,0.531317494600432,434
10903,0.012490804099218418,0.003719200371920037,2143
10904,0.9373425559579874,0.9007633587786259,169
10910,0.9451196245909477,0.7904370564064251,561
10912,0.9512652647970172,0.6910604732690623,705
10908,0.6270791564363323,0.28566587597424603,2108
10911,0.9913494942883326,0.9665222528554549,85
10914,0.9743172492716512,0.932671424139001,217
10913,0.9047110767143959,0.7356223175965665,616
10909,0.48722898856757674,0.40749506903353055,1502
10915,0.9785985568593144,0.9303262182843335,173
10918,0.8509243674776161,0.7564921243082162,572
10922,0.7597712758733025,0.6293754289636239,540
10920,0.7746410090614546,0.7684165961049958,547
10919,0.5231297909307573,0.5070679434564523,1081
10924,0.9263771222587553,0.9214780600461894,238
10921,0.7872671992292917,0.7220506485484868,450
10925,0.864710456651056,0.8008658008658008,460
10923,0.6571867373381043,0.5583714167012879,1063
10926,0.8992951345314192,0.902591599642538,218
10932,0.7147301147295029,0.6472019464720195,870
10933,0.702237662750832,0.5914089347079038,1189
10934,0.8087202779057344,0.3775821198780901,1838
10928,0.8754122183818204,0.856444945509207,382
10929,0.7959004184079911,0.6898276820455809,558
10931,0.84154904670897,0.8862199747155499,270
10930,0.8314233421871261,0.7267441860465116,188
10935,0.9200951027632843,0.9342332987192801,190
10940,0.7977525142341516,0.7781094527363184,446
10939,0.4475341713182387,0.1782307025151778,1895
10937,0.0,0.0,2251
10936,0.8114415275765496,0.8516053249804229,379
10938,1.0,1.0,0
10943,0.8748082750430844,0.8281960586154623,340
10945,0.9737220662953098,0.9623685666851135,68
10944,0.9039212175509144,0.8546968995835261,314
10946,0.8653621186925635,0.7991089509923046,496
10948,0.9444788419088347,0.9014300306435138,193
10947,0.6798817371071062,0.6225784903139613,1130
10952,0.6336181348015968,0.6473526473526473,1059
10951,0.7819521777262743,0.815018315018315,303
10955,0.4522189278769266,0.4859408795962509,713
10954,0.3916700525126425,0.36893203883495146,1170
10953,0.8390545697694676,0.7855778414517669,449
10958,0.9237539940390918,0.8850664581704457,294
10956,0.6252136451619754,0.547244094488189,575
10960,0.9395924533300997,0.908816120906801,181
10959,0.8675748667867575,0.9265220433869839,105
10957,0.9811077965019653,0.9357142857142857,198
10961,0.5871100252456555,0.6635249764373233,714
10963,0.4932165317781018,0.5503173164097914,992
10966,1.0,1.0,0
10965,0.9838797559716298,0.5312868949232585,1588
